3835.68,1563.0,1
3835.68,1563.0,1
6552.12,2463.59,4
6552.12,2463.59,4
1714.28,2203.29,3
1714.28,2203.29,3
5586.86,1558.87,2
5586.86,1558.87,2
1122.96,2623.78,3
1122.96,2623.78,3
6336.28,2387.88,4
6336.28,2387.88,4
3528.21,2394.83,0
3528.21,2394.83,0
4177.92,2235.93,0
4177.92,2235.93,0
3936.42,2227.79,0
3936.42,2227.79,0
6205.78,3025.54,4
6205.78,3025.54,4
5223.87,1263.83,2
5223.87,1263.83,2
3833.09,2310.14,0
3833.09,2310.14,0
2334.99,2808.98,3
2334.99,2808.98,3
3932.18,1589.5,1
3932.18,1589.5,1
3659.04,1156.16,1
3659.04,1156.16,1
4323.91,834.41,1
4323.91,834.41,1
3647.27,1188.47,1
3647.27,1188.47,1
1872.87,1646.0,3
1872.87,1646.0,3
2830.21,1554.26,1
2830.21,1554.26,1
4370.51,2087.8,0
4370.51,2087.8,0
2477.3,1499.5,1
2477.3,1499.5,1
2860.45,1556.09,1
2860.45,1556.09,1
4888.27,1793.5,0
4888.27,1793.5,0
4370.42,2091.98,0
4370.42,2091.98,0
3537.08,2593.23,0
3537.08,2593.23,0
4594.07,2407.5,0
4594.07,2407.5,0
6509.63,2493.32,4
6509.63,2493.32,4
4040.0,2706.28,0
4040.0,2706.28,0
4351.64,2102.87,0
4351.64,2102.87,0
2768.41,2252.16,3
2768.41,2252.16,3
4678.3,2452.6,0
4678.3,2452.6,0
4846.83,963.56,2
4846.83,963.56,2
6840.03,2347.17,4
6840.03,2347.17,4
4916.67,1072.02,2
4916.67,1072.02,2
4522.91,1315.42,2
4522.91,1315.42,2
4609.65,3006.91,0
4609.65,3006.91,0
2854.95,807.71,1
2854.95,807.71,1
4681.29,675.15,2
4681.29,675.15,2
2870.38,3193.86,3
2870.38,3193.86,3
3464.12,2549.92,0
3464.12,2549.92,0
7171.06,2743.02,4
7171.06,2743.02,4
3697.79,2219.51,0
3697.79,2219.51,0
4184.98,2399.64,0
4184.98,2399.64,0
6884.22,1511.9,2
6884.22,1511.9,2
6450.2,335.86,2
6450.2,335.86,2
3341.87,2107.65,1
3341.87,2107.65,1
4111.11,1927.56,0
4111.11,1927.56,0
4083.66,1975.71,0
4083.66,1975.71,0
3728.98,2202.2,0
3728.98,2202.2,0
2488.25,1993.09,3
2488.25,1993.09,3
2474.07,2104.51,3
2474.07,2104.51,3
4067.19,2039.34,0
4067.19,2039.34,0
4176.44,1881.35,0
4176.44,1881.35,0
1400.23,2013.24,3
1400.23,2013.24,3
4077.38,2757.87,0
4077.38,2757.87,0
5938.33,2197.95,4
5938.33,2197.95,4
2841.73,2393.16,3
2841.73,2393.16,3
4369.0,2594.13,0
4369.0,2594.13,0
4413.59,2563.64,0
4413.59,2563.64,0
4309.31,2640.7,0
4309.31,2640.7,0
1202.5,2968.58,3
1202.5,2968.58,3
1082.02,3216.2,3
1082.02,3216.2,3
1917.06,2162.03,3
1917.06,2162.03,3
3371.08,1388.31,1
3371.08,1388.31,1
4281.76,2162.97,0
4281.76,2162.97,0
4418.16,2684.37,0
4418.16,2684.37,0
4221.83,2376.5,0
4221.83,2376.5,0
5097.63,1684.06,2
5097.63,1684.06,2
2202.49,754.64,1
2202.49,754.64,1
4434.26,2556.31,0
4434.26,2556.31,0
6926.49,1428.8,2
6926.49,1428.8,2
2161.43,3029.47,3
2161.43,3029.47,3
1186.88,610.06,1
1186.88,610.06,1
5963.01,1068.74,2
5963.01,1068.74,2
6068.42,1010.27,2
6068.42,1010.27,2
2362.07,2264.43,3
2362.07,2264.43,3
2436.21,2275.62,3
2436.21,2275.62,3
4382.89,1978.73,0
4382.89,1978.73,0
5829.78,1207.54,2
5829.78,1207.54,2
2511.58,1702.91,1
2511.58,1702.91,1
4143.31,3104.93,0
4143.31,3104.93,0
6184.72,3180.47,4
6184.72,3180.47,4
6107.06,3132.62,4
6107.06,3132.62,4
5071.08,2723.59,0
